100,1720.0
130,1300.0
160,1600.0
190,1900.0
220,2200.0
250,2500.0
280,2800.0
310,3100.0
340,3400.0
370,3700.0
400,4000.0
430,4300.0
460,4600.0
490,4900.0
520,5200.0
550,5500.0
580,5800.0
610,6100.0
640,6400.0
670,6700.0
700,7000.0
730,7300.0
760,7600.0
790,7900.0
820,8200.0
850,8500.0
880,8800.0
910,9100.0
940,9400.0
970,9700.0
1000,10000.0
