0,1120.0
20,200.0
40,400.0
60,600.0
80,800.0
100,1000.0
120,1200.0
140,1400.0
160,1600.0
180,1800.0
200,1960.0
220,2200.0
240,2400.0
260,2600.0
280,2800.0
300,3000.0
320,3160.0
340,3352.0
360,3600.0
380,3800.0
400,4000.0
420,4200.0
440,4400.0
460,4600.0
480,4800.0
500,5000.0
520,5200.0
540,5400.0
560,5600.0
580,5800.0
600,6000.0
